Epoch,Iteration,Loss,Accuracy,Learning Rate
4,0,6.8282,0.0,0.000998
4,1,6.7476,0.0,0.000998
4,2,6.1781,0.0208,0.000998
4,3,5.4773,0.0312,0.000998
4,4,4.9989,0.0688,0.000998
4,5,4.4886,0.125,0.000998
4,6,4.0797,0.1652,0.000998
4,7,3.8097,0.1875,0.000998
4,8,3.6084,0.2049,0.000998
4,9,3.4216,0.2281,0.000998
4,10,3.2372,0.2472,0.000998
4,11,3.0965,0.2656,0.000998
4,12,2.9909,0.2716,0.000998
4,13,2.8839,0.2701,0.000998
4,14,2.7823,0.2854,0.000998
4,15,2.6894,0.2969,0.000997
4,16,2.6245,0.2996,0.000997
4,17,2.5335,0.3194,0.000997
4,18,2.4787,0.3224,0.000997
4,19,2.4109,0.3281,0.000997
4,20,2.3435,0.3393,0.000997
4,21,2.2898,0.3438,0.000997
4,22,2.2514,0.3451,0.000997
4,23,2.2087,0.3464,0.000997
4,24,2.17,0.3438,0.000997
4,25,2.1321,0.345,0.000997
4,26,2.0862,0.3507,0.000997
4,27,2.0536,0.3527,0.000997
4,28,2.0169,0.361,0.000997
4,29,1.9867,0.3656,0.000997
4,30,1.9745,0.369,0.000997
4,31,1.947,0.373,0.000997
4,32,1.9271,0.3722,0.000997
4,33,1.9015,0.3787,0.000997
4,34,1.8764,0.3839,0.000997
4,35,1.8513,0.3898,0.000997
4,36,1.8345,0.3919,0.000997
4,37,1.8095,0.3947,0.000997
4,38,1.789,0.3982,0.000997
4,39,1.7674,0.4039,0.000997
4,40,1.7588,0.4062,0.000997
4,41,1.7425,0.4092,0.000997
4,42,1.7307,0.4106,0.000997
4,43,1.7112,0.4126,0.000997
4,44,1.6954,0.4125,0.000997
4,45,1.6768,0.4164,0.000997
4,46,1.6636,0.4176,0.000997
4,47,1.648,0.4206,0.000997
4,48,1.6362,0.4235,0.000997
4,49,1.6261,0.4238,0.000997
4,50,1.6186,0.4271,0.000997
4,51,1.6048,0.4291,0.000997
4,52,1.5968,0.4304,0.000997
4,53,1.588,0.4329,0.000997
4,54,1.579,0.4347,0.000997
4,55,1.5669,0.4369,0.000997
4,56,1.5626,0.4359,0.000997
4,57,1.5492,0.4407,0.000997
4,58,1.5412,0.4439,0.000997
4,59,1.5369,0.4427,0.000997
4,60,1.5317,0.4431,0.000997
4,61,1.5238,0.4435,0.000997
4,62,1.5106,0.4484,0.000997
4,63,1.499,0.4517,0.000997
4,64,1.4907,0.4534,0.000997
4,65,1.4813,0.455,0.000997
4,66,1.4726,0.458,0.000996
4,67,1.4651,0.4591,0.000996
4,68,1.456,0.4615,0.000996
4,69,1.4518,0.4616,0.000996
4,70,1.4433,0.4635,0.000996
4,71,1.4339,0.4661,0.000996
4,72,1.4327,0.467,0.000996
4,73,1.4251,0.4683,0.000996
4,74,1.4193,0.4704,0.000996
4,75,1.4138,0.4712,0.000996
4,76,1.4072,0.4736,0.000996
4,77,1.4015,0.4744,0.000996
4,78,1.3973,0.4743,0.000996
4,79,1.3956,0.475,0.000996
4,80,1.3881,0.4772,0.000996
4,81,1.382,0.4794,0.000996
4,82,1.3774,0.4804,0.000996
4,83,1.3698,0.4825,0.000996
4,84,1.3664,0.4824,0.000996
4,85,1.3583,0.4844,0.000996
4,86,1.3597,0.4828,0.000996
4,87,1.3542,0.4832,0.000996
4,0,1.0646,0.5,0.000996
4,1,0.9411,0.5312,0.000996
4,2,1.0684,0.5104,0.000996
4,3,1.0192,0.5547,0.000996
4,4,1.0077,0.55,0.000996
4,5,1.0053,0.5469,0.000996
4,6,0.9746,0.5446,0.000996
4,7,0.9782,0.5469,0.000996
4,8,0.9925,0.5347,0.000996
4,9,0.9986,0.5344,0.000996
4,10,0.9916,0.5369,0.000996
4,11,0.994,0.5339,0.000996
4,12,1.0173,0.5288,0.000996
4,13,1.0141,0.5312,0.000996
4,14,1.0249,0.5229,0.000996
4,15,1.0402,0.5234,0.000996
4,16,1.0313,0.5294,0.000996
4,17,1.0192,0.5347,0.000996
4,18,1.0158,0.5345,0.000996
4,19,1.0191,0.5391,0.000996
4,20,1.0334,0.5327,0.000996
4,21,1.0124,0.544,0.000996
4,22,1.011,0.5476,0.000996
4,23,1.0153,0.5404,0.000995
4,24,1.0141,0.5375,0.000995
4,25,1.0213,0.5409,0.000995
4,26,1.0163,0.5405,0.000995
4,27,1.0225,0.5435,0.000995
4,28,1.0079,0.5517,0.000995
4,29,1.0109,0.55,0.000995
4,30,1.0062,0.5484,0.000995
4,31,0.9989,0.5527,0.000995
4,32,1.0047,0.553,0.000995
4,33,0.9984,0.5579,0.000995
4,34,1.001,0.5545,0.000995
4,35,0.9968,0.5556,0.000995
4,36,0.9967,0.5549,0.000995
4,37,0.9913,0.5584,0.000995
4,38,0.9884,0.5577,0.000995
4,39,0.9918,0.5555,0.000995
4,40,0.9907,0.5587,0.000995
4,41,0.9887,0.558,0.000995
4,42,0.989,0.5545,0.000995
4,43,0.9907,0.5526,0.000995
4,44,0.9869,0.5542,0.000995
4,45,0.989,0.553,0.000995
4,46,0.9871,0.5532,0.000995
4,47,0.9872,0.554,0.000995
4,48,0.991,0.5529,0.000995
4,49,0.989,0.555,0.000995
4,50,0.991,0.5551,0.000995
4,51,0.9892,0.5583,0.000995
4,52,0.99,0.5607,0.000995
4,53,0.9951,0.5579,0.000995
4,54,0.9954,0.5563,0.000995
4,55,0.993,0.558,0.000995
4,56,0.9956,0.5565,0.000995
4,57,0.9912,0.5587,0.000995
4,58,0.9897,0.5593,0.000995
4,59,0.9858,0.5589,0.000995
4,60,0.9833,0.5589,0.000995
4,61,0.9797,0.5595,0.000995
4,62,0.9776,0.5595,0.000994
4,63,0.9765,0.5615,0.000994
4,64,0.9789,0.5596,0.000994
4,65,0.9786,0.5601,0.000994
4,66,0.9837,0.5578,0.000994
4,67,0.9853,0.5584,0.000994
4,68,0.9867,0.5593,0.000994
4,69,0.9866,0.5598,0.000994
4,70,0.986,0.5599,0.000994
4,71,0.9846,0.5608,0.000994
4,72,0.9854,0.5599,0.000994
4,73,0.9892,0.5591,0.000994
4,74,1.0008,0.5554,0.000994
4,75,1.0045,0.5551,0.000994
4,76,1.0061,0.5548,0.000994
4,77,1.0017,0.5565,0.000994
4,78,0.9996,0.5578,0.000994
4,79,1.001,0.5574,0.000994
4,80,0.998,0.559,0.000994
4,81,1.0,0.5591,0.000994
4,82,1.0029,0.5565,0.000994
4,83,1.0051,0.5551,0.000994
4,84,1.0085,0.5537,0.000994
4,85,1.0085,0.5545,0.000994
4,86,1.005,0.5553,0.000994
4,87,1.0029,0.5554,0.000994
4,0,0.9149,0.5312,0.000994
